misconception_id,misconception,tweet,tweet_id,label
23,SARS-CoV-2 can survive for weeks on surfaces.,"Trump is too ignorant to consider how many people may have touched that flag before he did.  ""early evidence suspects the virus can survive up to nine days at a comfy room temperature.""  ",1233978119641419776,pos
1,A person can tell if they have coronavirus or not simply by holding their breath.,"Yes, 80% of coronavirus patients will either not know they're sick or have very mild symptoms. The walk-around infecting others the 20% that will overwhelm the healthcare system. But, we're not going to test. That's just going to happen. And you're on your own.",1233917108204994560,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,"NIH clinical trial of remdesivir to treat COVID-19 begins There is currently NO therapeutic treatment for #Covid19. So unless you happen to be hospitalized in Nebraska w #CoronaVirus &amp; can participate in this trial, there's nuthin for ya.",1233945070816022528,na
38,Shaking hands cannot spread coronavirus.,"Can someone who has media attention tell people...if you have the flu/corona don’t come to the ER unless you are LOW SICK!! If you just have fever, cough,aches STAY home. There is no specific tx for your disease. We can’t make you better but YOU CAN infect other pts and staff!!",1233929870645825536,na
42,Vitamin D pills prevent COVID-19.,"Where's the beef?

Of course there will be more death from Covid-19! 

And from noroviruses, flu, Salmonella, Listeria, E. coli, car crashes, heart attacks, diabetes...",1233978949379776512,na
36,Chloroquine can cure coronavirus,Costco is trending because people are acting like the apocalypse is about to happen. Yes there are cases of COVID-19 in the US. The 1 patient that died was already immunocompromised. The chances of anyone contracting it is still extremely low. Now go wash your hands.,1233970329115955200,na
25,Holy communion cannot be the cause of the spread of coronavirus,Some Southern California Catholic churches alter communion services amid coronavirus concerns,1233992579575840768,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,I see a more dangerous virus than corona...  these parasites are created by Quran virus and called Islamist zombies,1233949584147308544,na
37,Jamaat cannot become a source of infection.,Hospital beds are a contagion contributor.  Concentrating virus patients is only going to get more ppl in the hospital sick. See Wuhan.,1233938496982745088,na
16,Acetic acid is effective against coronavirus.,How To Boost Immune System Against Coronavirus Infection (Abazar Habibin... via,1233974027628240896,na
3,Coronavirus is genetically engineered.,"You idiot, the name Coronavirus is a generic name..like when you buy a car they're not all the same car.  This particular type is Covid-19 and is new.",1233935636920446976,na
10,Coronavirus is caused by 5G.,"I just read a tweet where someone claimed Coronavirus was actually a result of 5g exposure. 

These idiots walk among us.",1233981720195719168,neg
14,Hand sanitiser sold commercially does not destroy the coronavirus.,#CoronaVirusUpdate: Confusion as Pharmacy sells bottle of hand sanitizer for,1233991235339247616,na
34,"There is an ""anti-coronavirus"" mattress that could fight the coronavirus.","Fear not, my friends. I am currently reading a lot of chemistry books and medicine books to develop a serum that will counteract with the coronavirus and stop the epidemic.",1233936247279824896,na
38,Shaking hands cannot spread coronavirus.,"Just be simply careful. 1st killer is fear, 2nd killer is panic, 3rd killer is ignorance. Corona is not larger than life. Corona is no airborne. People recover from corona. Chances of death for people &lt;50years is 0.4%. Simply don't touch your face, wash ur hands at all times,...",1233972779789299712,na
35,Wearing shoes at one's home is the reason behind the spread of the coronavirus in italy.,"This is why the #CoronaVirus will spread widely in the US. So many people can't afford to use their insurance or don't have any. They won't go unless they are almost dead.

Healthcare in America 💀

But yeah - let's cut corporate tax rates 🙄",1233932801407377408,na
49,We're very close to a vaccine.,A lot of us are very misinformed about the Corona Virus.,1233992414903361536,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,Coronavirus: First UK infection hikes risk of domestic COVID-19 outbreak | UK News – NEWPAPER24,1233933530205507584,na
15,Coronavirus can only survive in cold temperatures.,"@USERNAME
@USERNAME @USERNAME
From GP friend, #COVID2019 may survive &lt;= 7 days on a hard surface.

Coincidentally, tells me wart virus can withstand cold from liquid nitrogen... 

Hypothetically, seems that COVID-19 may be able to travel by air mail",1233963604069609472,na
49,We're very close to a vaccine.,"Is there a vaccine for SARS? For MERS? For any other coronavirus? 

No, no, no. 

But I'm sure they'll have that vaccine in a year 👌",1233993738546008064,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,"is great news.... However... By the time this vaccine goes into production, the body will have already adapted to the strain to be able to fight it off. But it is most useful to the vulnerable of our species that are too weakly-immuned to do that.",1233991610016419840,na
51,COVID-19 is only as deadly as the seasonal flu.,"COVID-19 is an issue because of the low mortality rate, no despite it. It had no unique symptoms and in some cases there were no symptoms, it’s more contagious than most flu strains.",1233981325805309952,neg
24,Coronavirus is cured by shuanghuanglian.,"Coronavirus may be saving lives in China, at least outside Hubei  Air pollution kills millions each year has been slashed in China due to shutdown",1233983235782086656,na
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,SO APPARENTLY THE FACT CHECKERS DO NOT THINK THAT THOSE SAME VERSIONS OF LYSOL WILL KILL COVID-19. IT SURE MAKES YOU WONDER THOUGH. -,1233981771936563200,na
24,Coronavirus is cured by shuanghuanglian.,"FULLFACT:CORONAVIRUS 8/5

No evidence 2019 coronavirus originated in ChinaGovt lab.
2nd pathway discussed - bats sold in market, eaten as food

According to local reports, bats not eaten in Wuhan
Research facilities close to  seafood market - missing link?",1233970901412196352,na
28,Using namaste as a greeting prevents transmission of covid-19.,It’s part of preparing for a pandemic even though it doesn’t directly give you immunity against the COVID-19 virus. Having the flu shot helps people stay healthier to fight off Coronavirus if infected and reduces demand for medical care.,1233965074374635520,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,"That is untrue. Body have immune response, that's why a vaccine will work on it. It acts and can be treated like a severe case of flu.
""overall clinical consequences of Covid-19 may ultimately be more akin to those of a severe seasonal",1233985635066744832,na
38,Shaking hands cannot spread coronavirus.,"I'm asthmatic and I have tonnes of allergy. Sneezing and coughing is my M.O since dem born me... Thank God for Loratidyn &amp; Predisolone. Don't use Corona virus to health shame anyone. All this ""if anyone sneezes around me tweets"" is BS 😷.",1233920164934148096,na
22,Cocaine cures coronavirus.,"Day three of working at Major Wholesale Store on an island with 0 cases of the coronavirus: we have sold out of flour (all types other than almond), rice, Lysol wipes (again), bottled water, and all brands of toilet paper. And concentrated bullion base, but not premade broth",1233992914855817216,na
3,Coronavirus is genetically engineered.,"dude, Muta, the coronavirus virus conspiracy stuff is a pretty crazy ride.  from escaped bioweapon theories, to a  crazy South Korean doomsday cult potentially spreading it on purpose.  i know A LOT is speculative at best but just the CCP cover up stuff is pretty damn interesting",1233948485076111360,na
49,We're very close to a vaccine.,We already have a vaccine for them baby,1233986841683976192,pos
37,Jamaat cannot become a source of infection.,"If Italy went from 1 to 1000 confirmed cases on #COVIDー19 in 8 days. It stands to reason that china’s numbers decreasing are lies. The rate of exponential infections is enough to anticipate a full pandemic.  Not just killing and harming people, but shutting down the globe.",1233921629811507200,na
25,Holy communion cannot be the cause of the spread of coronavirus,"As someone who regularly attends #catholic Mass, I WILL NOT BE TAKING THE BLOOD OF CHRIST when, as a person with a strong immune system, I might very well be carrying coronavirus without showing symptoms. If you take the chalice at #eucharist right now, you're doing Satan's work.",1233958851931758592,na
58,Water polution decreased in Venice canals following COVID-19 lockdown.,"Organizers have cancelled conferences, COVID-19 quarantines have prevented some scientists in China from visiting their labs, and travel restrictions have left researchers stranded.",1233934979949891584,na
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,This suggests that the overall clinical consequences of Covid-19 may ultimately be more akin to those of a severe seasonal influenza (which has a case fatality rate of approximately 0.1%) or a pandemic influenza (similar to those in 1957 and,1233919813363343360,na
1,A person can tell if they have coronavirus or not simply by holding their breath.,sure the cdc says coronavirus outbreak in the US is inevitable but why worry about that when you can spend mental energy panicking about more pressing and important matters like whether or not other people can smell that weird smell on your sweatshirt zipper,1233965412750102528,na
15,Coronavirus can only survive in cold temperatures.,"One can only hope the #COVID19 coronavirus is like other coronavirus (influenza, SARS) and goes nearly dormant in the warm months while Israel readies the vaccine for market.",1233950593267437568,pos
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,"The Roy Green Show Podcast - COVID-19 in Canada as WHO raises threat level; Stewart Bell reports on Canada’s terrorism offenders; Small business owners impacted by blockades; Tom Caldwell on stock market convulsions; Matthew Fisher, on COVID-19 in Japan",1233944954029912064,na
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,"If the Singaporean method of monitoring and testing for COVID-19 was applied in the Philippines, GOD HELP US, ano Kaya ang totoong infection rate dito.",1233984795475988480,na
30,Blowing conch shells destroys coronavirus potency.,The virus of coronavirus can be defeated by alcohol. I promise y’all. Smoking weed and drinking alcohol. Thank me later.,1233953584850468864,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,"4..A candidate vaccine for the virus causing COVID-19 is approaching first-step safety tests, but federal experts say anything widely usable is probably more than a year away.",1233989392521363456,na
28,Using namaste as a greeting prevents transmission of covid-19.,"US Reports First Death From COVID-19 

Dr. Amy Coburn|  Comments 
People need utilize proper BSL-3 biocontainment protocols to prevent spread of a virus. These viruses are routinely contained in rooms in research facilities housing infected animals.",1233947176960655360,na
3,Coronavirus is genetically engineered.,"It’s not a hoax, it most certainly is a disease, likely unleashed by the Chinese government on its people, on purpose. Why? To get rid of dissent. 1 person has died in the USA from the coronavirus. You do realize that anywhere from 60 to 80k die in the US each year, from the flu!",1233920931396931584,na
34,"There is an ""anti-coronavirus"" mattress that could fight the coronavirus.","I seriously doubt they can make a #COVID-19 #coronavirus vaccine.

They don't know how to make vaccines for SARS, MERS, or HIV.

It's false hope.",1233969244175552512,na
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,"When the history of the COVID-19 outbreak is written, the newsmedia's role in downplaying precautions like working remote if possible, not shaking hands, frequent handwashing, and failing to ask why no more extensive testing, for a month will not look good.",1233931315700830208,na
30,Blowing conch shells destroys coronavirus potency.,"Can we get a ""report fake coronavirus cures"" system? I'm tired of seeing claims burning cow dung is a cure. 😑

Tyia 🙏",1233949530078343168,na
12,Methanol consumption cures or protects against coronavirus.,Cuban drug among those used to fight coronavirus in China,1233956851185672192,na
40,Cannabis protects against COVID-19.,"I forgot where I saved this from, but it’s worth doing this. Not only will stocking up on meds &amp; staying home when sick protect you, it protects immunocompromised people like me, who are way more likely to die from COVID-19 as well as normal flu and other communicable diseases.",1233974639048585216,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,"Sanitation is prevention like China did , $OBCI  Ocean Bio-Chem Inc. got PERFORMACIDE® a registered with the U.S. Environmental Protection Agency (EPA) as a virucide effective against coronavirus",1233949423283113984,na
13,Whiskey and honey cure coronavirus.,"A man being treated for coronavirus after being quarantined aboard the Diamond Princess cruise ship has died in Australia, Channel 9 reported",1233938962089172992,na
24,Coronavirus is cured by shuanghuanglian.,"#WuhanCoronavirus  pops up at nursing home and about 50 people are quarantined-while 80% of cases are mild, nursing home residents would have higher risk - seems contagion before symptoms is tricking the attempts at quarantine ",1233971426442518528,na
55,Drinking Corona-brand beer causes COVID-19.,Our student who has been isolated at home and tested for COVID-19 does NOT have #coronavirus as confirmed by Public Health. We continue to recommend individuals practice proper hand washing and other good hygiene. (1/3),1233958681844183040,na
16,Acetic acid is effective against coronavirus.,SSIC: Antiseptics output up amid coronavirus outbreak,1233940963342667776,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,"I'm not afraid - Pence will help us ""Pray Away"" the Corona Virus.  Think that Drumpf is on the verge of blowing a tube.",1233944979497611264,na
19,Vitamin C cures coronavirus.,"How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona",1233991915399368704,na
37,Jamaat cannot become a source of infection.,"Flu is 0.05% not 1%

Coronavirus is 40x deadlier than seasonal flu.

Ebola is closer to 60-70%. Also, Ebola is not airborne - transmitted via bodily fluids.

Also, Coronavirus patients are contagious *before* they have symptoms.",1233991885724753920,na
25,Holy communion cannot be the cause of the spread of coronavirus,Coronavirus: CAN Directs Churches To Provide Sanitary Items During Services,1233956152280354816,na
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,"Can we still travel on airlines in the USA?
Is there a risk of transmission between dogs/pets and humans? Are dogs safe from Covid-19?",1233905487487197184,na
53,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","LIVE FROM HONG KONG: To Date in 2020, Influenza (the Flu) Accounts for More Than 50 Times the Number of Deaths as the Coronavirus in Hong Kong via",1233937067177959424,na
55,Drinking Corona-brand beer causes COVID-19.,"Public Service Announcement...I am an example of being part of the “dumbest generation” (which is apparently whatever 40-year-olds are) by fighting with someone who won’t eat Asian food because of the COVID-19 (or Coronavirus) 😂

Yes, this is a subtweet.",1233906008625471488,na
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.","Fighting Stigma :  An American Traveled to Rural China. Then Coronavirus Hit.: Mr. Tulett, who speaks Mandarin, taught English to some of the children in the village. They were curious about what life was like in the U.S., he said.",1233946946429079552,na
18,Essential oils cure coronavirus.,"How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona",1233991915399368704,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,"I've been working with and Evan Ray to look for early signs of COVID-19 in the US's influenza like illness data. We still don't find any strong signal.
",1233934228515172352,na
31,The lifetime of SARS-CoV-2 is only 12 hours.,"SARS-Cov-2 is new and therefore “scary” as we try to learn more about it, prepare for worst case scenarios, and continue to watch it spread. But actually Coronavirus research has been going on for decades, under appreciated and underfunded",1233960134478458880,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,You can't die from the coronavirus if you're already dead.,1233985082857345024,na
34,"There is an ""anti-coronavirus"" mattress that could fight the coronavirus.","""to control the spread of coronavirus"", yup, for sure",1233926516452413440,na
10,Coronavirus is caused by 5G.,Corona virus is not a good name for recent outbreak because corona is just the name for a category of viruses that cause illness in humans &amp; mammals. What is going on now is a specific strain &amp; it is new it's caused by SARS / Co-V2.,1233962603698892800,na
40,Cannabis protects against COVID-19.,"TL;DR You're going to be infected with COVID-19. You will likely survive, but get yourself right with God, just in case. In the meantime, wash your hands, stop touching your face, avoid obviously sick people. Stock up on about two weeks worth of food and necessities. 

Details:",1233927566794338304,na
33,Eating cabbage prevents coronavirus infection.,"Proper hand washing, disinfecting of surfaces and usage of Lysol as ways to avoid infection by the Coronavirus.  (Hint .. it works for colds and flu bugs, too.)",1233942556909744128,na
54,The Simpsons predicted COVID-19 pandemic.,"Fears of COVID-19 pandemic in Japan:spreading all over Japan by PM Shinzo Abe himself /his numerous lies 'n job irresponsibility.
Pl RT for help Japan.
#CoronaVirusUpdate #japanesenews
#日本を守れ　#日本加油　#PLRT",1233992630507192320,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,"Everyone suggesting prayer and healing can cure Covid-19 should avoid vaccines and modern medicine and leave more for the rest of us instead.

How idiotic.",1233959569858056192,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,"It could be the result of certain medications (ie. immunosuppressors), issues within the bone marrow itself or the presence of an acute viral infection.  Patients with COVID-19 who are suffering from severe leukopenia have much poorer outcomes.",1233906073712484352,na
17,Avocado and mint tea cures coronavirus.,"Me: I'm kinda wigged out about Coronavirus. *stocks up on water, pet food, Lysol, Respiratory meds, batteries, masks, hand sanitizer* 

Elote cart: *ring ring* 

Me:",1233924157064171520,na
42,Vitamin D pills prevent COVID-19.,Somebody at my office offered up a homeopathic remedy link to combat COVID-19. Help me.,1233960417875001344,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,"Them: What’s in your bag?
Me: Extra masks, sanitizer, Lysol wipes... COVID-19 a creep up pon ppl 😷😩",1233920243300470784,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,"If viruses are outside, for example, and particularly if they are exposed to direct sunlight, they probably remain infectious for a much shorter period of time. UV radiation, as in sunlight, inactivates viruses. #coronavirus",1233981292930306048,na
53,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","Coronavirus Update, Map As More Than 4,000 People Infected Outside China in Over 50 Countries",1233931597428199424,na
31,The lifetime of SARS-CoV-2 is only 12 hours.,"""the evidence points to SARS-CoV-2 research being carried out at the Wuhan Institute of Virology""... Let's believe China about anything...",1233957982838362112,na
9,Africans are more resistant to coronavirus.,"Fighting Stigma :  Who is vulnerable to coronavirus? So far children appear safe from COVID-19: Professor Booy said Australia needed to focus on older people living in aged care and the elderly still living at home, as they were most at risk. ""People ...",1233961927249805312,na
54,The Simpsons predicted COVID-19 pandemic.,Sobering thread about poorly prepared America is for a pandemic. The food service industry is fucking optimized to spread covid-19.,1233991469062610944,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,"You can see the jackolantern balloon in the background. So this is old and clearly not taken during a time when the corona virus was even a thing. “But Jeremy, it’s just a joke! I bet you’re fun at parties!” Yeah, I know. And I am.",1233954238012764160,na
49,We're very close to a vaccine.,Forget about an antidote for Corona Virus. We need to make vaccines to keep people away from #TikTok.,1233976801019326464,na
12,Methanol consumption cures or protects against coronavirus.,"Coronavirus causes MANY illnesses, depending on the strain. Common colds are coronavirus. 
MERS &amp; SARS are also coronaviruses. 
COVID19 is apparently a robust strain that is very hard on the lungs, more dangerous to those with already-compromised immune or pulmonary  systems.",1233927784428236800,na
15,Coronavirus can only survive in cold temperatures.,"That's not the point. The point is we know the flu, we know what the flu does, we know when the flu will end, when will the Coronavirus end? The flu flourished in cold weather and dies down in warm weather, the Coronavirus, so far, hasnt, it is staying active in warmer weather.",1233971547016220672,neg
51,COVID-19 is only as deadly as the seasonal flu.,No because we have vaccines from the flu and the flu has a death rate at least 20 time lower than Covid-19. I'm tired of this no brained comparison.,1233963780096352256,neg
14,Hand sanitiser sold commercially does not destroy the coronavirus.,Lysol does not kill Covid19. This is a different strain of Coronavirus &amp; too new for the makers to have a disinfectant in their product.,1233913643059699712,na
7,Boiled ginger can cure coronavirus.,Applying essential oil to anus 'cures coronavirus': Iranian cleric via /r/nottheonion,1233995191188676608,na
41,CBD oil is a cure for COVID-19.,"Healthcare professionals suspected COVID-19 based on the patient's symptoms, but the results were negative.",1233908917895340032,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,"Yes Presently, the effects of corona virus are being seen much more. Many such bacteria can be got rid of by celebrating Holi by burning cow dung condes. #AdoptVedicHoliPreventCorona",1233974326157828096,pos
58,Water polution decreased in Venice canals following COVID-19 lockdown.,"United States. COVID-19. Best prepared?

NYT piece: deficit 680,000 mechanical ventilators. 2015 study: much lower deficit for an influenza pandemic. But grim study info: 

5 deaths/ventilator short. 

Sen Kennedy rightly irritated by DHS",1233954539146903552,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown",Coronavirus: quarantine recommended for pets of Hongkongers with Covid-19 as Pomeranian tests positive a second,1233914094979293184,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,"Covid-19 is lipid Coated. Soap is more effective than alcohol. Only use alcohol when soap &amp; water are unavailable.

One study found alcohol only 60% as effective as soap &amp; water properly used.",1233964905939841024,na
31,The lifetime of SARS-CoV-2 is only 12 hours.,APHL: Expanding Testing Capacity for COVID-19 Greatly Bolsters U.S. Public Health Response via,1233952311069827072,na
42,Vitamin D pills prevent COVID-19.,"In the absence of specific therapeutic drugs or vaccines for COVID-19, it is essential to detect the disease at an early stage and immediately isolate an infected patient from the healthy population.",1233990313536098304,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,what about a visit to China and becoming homies with COVID-19. Seems cool,1233956543508422656,na
5,The first person infected is a researcher named Huang Yanling.,"the first person in America died of the Wuhan flu= he was a 50 year old man in a nursing home who had :underlying health problems"" according to the news.",1233964410953195520,na
61,Lions were freed to keep people off the streets in Moscow.,"So many tweets about how the NCoV coronavirus will overwhelm homeless and incarcerated populations. Just thinking about how intentional and evil it is that anyone lives on the streets, in shelters, or inside literal metal cages. 😞",1233991785115836416,na
42,Vitamin D pills prevent COVID-19.,a couple in my hometown a few cities over tested positive for COVID-19. Pray for me homies,1233925056172044288,na
60,"A pod of humpback whales returned to the Arabian Sea offshore from Mumbai, India following the COVID-19 lockdown.",The death is identified as a man who was evacuated from the coronavirus-stricken Diamond Princess cruise liner in Japan.,1233955383624060928,na
41,CBD oil is a cure for COVID-19.,"Coronavirus in Nigeria: Dr Osundare says Covid-19 has no cure, reveal ways to prevent disease",1233935092948652032,na
54,The Simpsons predicted COVID-19 pandemic.,"⭕WHY WHO REFUSES TO CALL THE COVID-19 OUTBREAK A PANDEMIC?⭕

World Bank launched a $425 mil 2017 bond issue supporting its Pandemic Emergency Financing Facility.

Calling a ""pandemic,"" would cause bonds to trigger, effectively wiping out",1233972268771840000,na
16,Acetic acid is effective against coronavirus.,Prevention &amp; Treatment of Coronavirus Disease COVID-19 Click link to read&gt;&gt; #articles,1233979966469132288,na
25,Holy communion cannot be the cause of the spread of coronavirus,Some Southern California Catholic churches alter communion services amid coronavirus concerns,1233992649050402816,neg
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,"#Corona discharge

A corona discharge is an electrical discharge brought on by the ionization of a fluid such as air surrounding a conductor that is electrically charged.",1233939672197259264,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,"The corona virus is bull 💩 it’s the 5G 60 mhertz with the central tower built in Wuhan that is 4 times the size of New York. People dropping like flies with NO symptoms and NO oxygen! 
Copy and paste the link in duck duck go because google has hidden it! 
Time to wake up 🌍",1233941208298221568,na
15,Coronavirus can only survive in cold temperatures.,Coronavirus and influenza comparison is really invalid. Influenza spread is minimized because many of us including me are vaccinated. No protection against spread of highly contagious corona virus.,1233960501224173568,na
42,Vitamin D pills prevent COVID-19.,"Right, which is a 0.05% mortality rate for infected rather than a 2-4% chance with COVID-19. Now 26M illnesses, everyone should at least get a flu shot lol.",1233977575510282240,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,"So who knew about Pandemic Bonds? 🤔👀

""Talk about follow the money!

 In 2017 the world bank  issued the worlds first pandemic bonds. They modelled that on a Corona virus outbreak in China! ( I kid you",1233971461360013312,na
17,Avocado and mint tea cures coronavirus.,"It hasn't been proven but stock up on these items anyway, wash ur damn hands and cover ur cough!

Can Lysol and Clorox products kill the novel coronavirus? The answer is ...",1233955869752209408,na
33,Eating cabbage prevents coronavirus infection.,LG Display halts work at phone screen factory after coronavirus infection,1233936130736676864,na
31,The lifetime of SARS-CoV-2 is only 12 hours.,"There are about 7 different types of common human coronaviruses. COVID-19 is one of them.
229E
NL63
OC43
HKU1
MERS-CoV (the beta coronavirus that causes Middle East Respiratory Syndrome, or MERS)
SARS-CoV 
SARS-CoV-2 ""causes coronavirus 2019, or",1233981850416304128,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown","via U.S. bans travel to Iran, reports 1st death from COVID-19: The U.S. is banning travel to Iran in response to the outbreak of the new coronavirus and elevating travel warnings to regions of Italy and South Korea.",1233974502515601408,na
1,A person can tell if they have coronavirus or not simply by holding their breath.,"Masks are useful in these two ways:
1/ if you don't have the virus, the mask stops you from touching your nose or mouth. Which can help you in not getting the virus, if it is close.
2/ if you do have the virus, the mask protects other people when you cough or sneeze. #Coronavirus",1233958490919645184,na
50,It is safe for individuals infected with COVID-19 to go to work.,"""There is no evidence that pets can be infected with COVID-19, but a dog belonging to a coronavirus patient in Hong Kong tested as a 'weak positive' for the virus.""
Coronavirus: Pet dog’s ‘weak positive’ may be due to environmental",1233942177518149632,na
58,Water polution decreased in Venice canals following COVID-19 lockdown.,"US confirms first COVID-19 death, in Washington state.
State of emergency in Washington State declared.
It continues to spread in Iran, Italy, Japan &amp; Korea",1233910884788928512,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,"Monolaurin, derived from lauric acid, kills Lipid-enveloped viruses. COVID-19 is such a virus and is killed by Monolaurin (Lauricidine in pallets are the dolls favorite anti viral).
So, STOP the irrational &amp; hysteric, dangerous panic!
Take 1gr. x2/day and you are protected!",1233974565769969664,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,"The test was positive for COVID-19, performed by county health authority, under the new guidelines that do not require CDC to run all tests. There's no argument on the test ... ""confirmation"" is a formal step of CDC agreeing.",1233965919891853312,na
46,Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,Safe sex prevents COVID-19. Not sure about the coconut oil though.,1233935971860697088,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown","#NiFHiveFeature: Aparupa Dey photographed a Grey-headed #Swamphen in #ChupiChar, West Bengal. 

Previously considered a subspecies of the Purple Swamphen, the Grey-headed Swamphen is found in India, China, Middle East, and Thailand.",1233987832663834624,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,Bahama Bo's Mini Hand Sanitizer Travel Size 5-Pack Ocean Fresh 1.5 oz Containers with Clip ad #coronavirus #corona #virus #CoronavirusOutbreak #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #COVIDー19 #COVID19US #Coronavid19 #SARSCoV2 #china #wuhan #flu,1233970988989194240,na
5,The first person infected is a researcher named Huang Yanling.,BREAKING:Thailand reported its first death from the coronavirus. The patient was a 35-year-old retail worker who also tested positive for dengue.,1233982463560552448,na
9,Africans are more resistant to coronavirus.,"Yahoo Reports A Half A Million People 500k Are Infected With Coronavirus In China not the reported 78k (Yahoo everyone's already heard WHO say the numbers are only 10% of the actual cases, so your numbers aren't even close,",1233906926125187072,na
15,Coronavirus can only survive in cold temperatures.,Human #coronavirus was discovered in the 1960s. Some strains cause the common cold. This is the coronavirus they refer to on the Lysol can. It is not the same strain of coronavirus that causes #Covid_19. There's no conspiracy theory here.,1233942996854431744,na
18,Essential oils cure coronavirus.,"St David's Day ewes - Dragons, daffodils and leeks, Coronavirus, Seniors, Minis and Mums",1233936587433631744,na
55,Drinking Corona-brand beer causes COVID-19.,"Of interest. 2-33% of patients with COVID-19 have diarrhea (and respiratory sx). Mechanism may be from entry via ACE2 receptor expression on enterocytes. #coronavirus 

Diarrhoea May Be Underestimated: A Missing Link in 2019 Novel Coronavirus - PubMed",1233950286743572480,na
46,Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,"Kim Jong Un,  the guy demented Donnie ""loves &amp; admires""  authorized execution of NK's 1st diag.  COVID-19 pt.    trump admires some very sick people....not unlike himself.",1233952670639181824,na
9,Africans are more resistant to coronavirus.,"#KneeJerk reactions to #coronaVirus include non-health care personnel purchasing/wearing face masks.
Such masks are more vital for doctors, nurses and other health care people, due to the higher rate of contact with people.",1233979682745454592,na
25,Holy communion cannot be the cause of the spread of coronavirus,Apparently you can kill coronavirus by using a wash cloth...daily.,1233956470670200832,na
61,Lions were freed to keep people off the streets in Moscow.,Trump Calling it a hoax is a joke. But this  dynamic feeds from many a Democrat’s trying to politicize the virus. Even attaching his name to a virus that stems from gross negligence and people eating Bats in China. This is pathetic. Politics is broken.,1233921407035142144,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,"Yeah I vote for referring to it as covid-19 , sounds more like a cure than a disease 😑. Actually sounds more like a shampoo 🤔... unless there is a beer called covid in which case let’s just call it C19 😬",1233927048650989568,na
12,Methanol consumption cures or protects against coronavirus.,Cranny is the only cure for coronavirus,1233927951751798784,na
61,Lions were freed to keep people off the streets in Moscow.,"@USERNAME
@USERNAME 
Coronavirus transmission reportedly occurs via feces. 

In San Francisco, people defecate on the streets legally. 

This city is in a district represented by Dem Nancy Pelosi. 

Her nephew is the Dem governor of California. 
@USERNAME 
@USERNAME 
@USERNAME",1233931892241551360,na
